,GOEMOTIONS,NER,POS,SST5,COLA,MRPC,SCITAIL,WNLI,PAWS,SST2,EMOTION
COARSE_cross,1.5219979477558205,1.7102895159540068,2.004995937405743,2.315025989699772,3.3689342543363203,0.4547743669372724,1.3629657296316395,19.790510566623574,1.984736651436034,17.06201388459607,5.077102739251763
FINER_cross,0.8355109963856389,1.299251997627373,1.4381245491385632,1.778037598649745,5.541529827100687,0.663739009303077,2.32292145828084,18.62780376240275,1.54130116655038,18.160136681012474,1.50832087899129
