,GOEMOTIONS,NER,POS,SST5,COLA,MRPC,SCITAIL,WNLI,PAWS,SST2,EMOTION
2018,20.12984580853176,60.39445038766589,79.39902506064537,30.73808168314069,26.64861813461677,81.65548098434003,72.97805642633229,32.14285714285714,11.99294532627866,41.408934707903775,34.48760752627942
2019,19.752141448661902,60.32337345082711,80.22185368095161,31.135211777816373,26.07710380560822,81.15732368896926,75.0877192982456,31.37254901960784,13.848788842671883,24.71264367816092,31.9304477434504
2020,19.54224679786402,60.38261448387971,79.62361849615024,28.416210088655504,22.317703622260503,81.29175946547885,72.46753246753246,0.0,10.145296966607187,81.42934488359502,34.10962017643918
2021,19.76908698641913,60.16807458719799,79.61622153351065,32.43102832884226,23.26117617723076,81.60833953834698,72.25891677675034,0.0,6.931216931216931,71.51354923992068,34.225074366396214
2022,20.031481129545583,60.39231345903566,79.98564169785053,28.288036151823835,20.84340682295498,81.4516129032258,70.28493894165537,49.230769230769226,14.362745098039214,80.80043266630611,32.70787009273254
